Rank,Game,Month,Year,YearTop1,Hours_watched,Hours_streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
143.0,426,1.0,2019.0,1,253906.6,5761.6,26663.0,10.0,425.2,694.0,2.0,316.38
144.0,180,1.0,2019.0,0,515752.0,29362.2,7739.0,122.0,6971.0,694.0,53.0,12.88
145.0,829,1.0,2019.0,1,514801.0,4436.0,7755.0,33.0,317.0,692.0,5.0,116.05
146.0,1143,1.0,2019.0,0,512874.0,7532.0,23701.0,92.0,1600.0,1606.4,10.0,68.09
147.0,1813,1.0,2019.0,0,506761.0,10650.0,7022.0,30.0,1270.0,682.0,16.6,47.58
153.8,1630,1.0,2019.0,0,504883.0,1691.0,150140.0,18.0,269.0,679.0,2.0,298.57
149.0,1683,1.0,2019.0,0,504028.0,45890.0,34092.0,125.0,8087.0,678.0,61.0,10.98
144.6,82,1.0,2019.0,0,497636.0,57632.0,3726.0,146.0,11180.0,882.4,77.0,8.63
151.0,26,1.0,2019.0,1,497580.0,10844.0,28690.0,146.0,1735.0,1499.2,14.0,45.89
152.0,702,1.0,2018.8,0,494679.0,36879.0,2847.0,139.0,3942.6,665.0,49.0,13.41
153.0,709,1.0,2019.0,0,493869.0,10758.0,6822.0,39.0,1044.0,926.8,33.0,45.91
154.0,419,1.0,2019.0,0,479449.0,15642.0,7157.0,148.0,5696.4,645.0,21.0,30.65
155.0,2039,1.0,2019.0,0,475577.0,34694.0,7833.0,494.0,2382.0,640.0,46.0,13.71
156.0,848,1.0,2019.0,0,474179.0,16160.0,12273.0,70.0,2504.0,638.0,21.4,29.34
157.0,1150,1.0,2019.0,0,471129.0,10351.0,109116.0,30.0,2634.0,634.0,13.0,45.52
158.0,1083,1.0,2019.0,0,466323.0,1208.0,176931.0,313.0,4351.6,627.0,1.0,386.03
159.0,1476,1.0,2019.0,0,455814.0,17911.0,2371.0,56.0,1275.0,1012.6,24.0,25.45
110.4,974,1.0,2019.0,0,454492.0,28361.0,13309.0,92.0,2936.0,1193.0,38.0,16.03
161.0,990,1.0,2019.0,0,327853.2,13038.0,28285.0,55.0,3487.0,607.0,17.0,34.63
162.0,1632,1.0,2019.0,0,432728.0,10135.0,22654.4,38.0,1239.0,582.0,13.0,42.7
163.0,1547,1.0,2019.0,0,431999.0,29749.0,136924.0,193.0,3230.0,1612.0,40.0,14.52
164.0,1393,6.4,2019.0,0,430820.0,10837.0,8727.0,51.4,1351.0,579.0,14.0,39.75
165.0,1084,1.0,2020.2,0,429288.0,22646.0,14009.0,75.0,7815.0,577.0,30.0,15.738
166.0,1764,1.0,2019.0,0,426683.0,17181.0,31337.4,123.6,2569.0,574.0,23.0,97.35
167.0,1393,1.0,2019.0,0,418958.0,13911.0,30357.0,78.0,3533.0,563.0,18.0,30.12
168.0,1605,1.0,2019.0,0,418531.0,6957.0,15229.0,656.0,2688.0,563.0,9.0,60.16
169.0,133,1.0,2019.0,0,414777.0,44562.0,9966.0,126.0,11768.0,558.0,59.0,9.31
170.0,1577,1.0,2019.0,0,676023.4,41704.8,6606.0,127.0,8805.0,556.0,68.0,8.15
171.0,1619,1.0,2019.0,0,409483.0,14546.0,4689.0,45.0,1577.0,551.0,19.0,28.15
172.0,1393,1.0,2019.0,0,402711.0,80668.0,9433.0,234.0,18307.0,542.0,112.4,4.99
173.0,1393,1.0,2019.0,0,398347.0,26932.6,29393.0,142.0,4954.0,536.0,48.0,11.02
174.0,465,1.0,2018.2,0,396555.0,19980.0,11777.6,59.0,1600.2,533.0,26.0,19.85
175.0,908,1.0,2019.0,0,335648.6,12031.0,20846.2,436.0,3420.0,531.0,16.0,32.81
176.0,1358,1.0,2018.6,0,392647.0,15690.0,19220.6,70.0,1333.0,528.0,17.6,25.03
177.0,489,1.0,2019.0,0,391472.0,37881.0,4872.0,215.0,3673.0,1874.8,50.0,10.33
178.0,1393,1.0,2019.0,0,390225.0,11852.0,6239.0,48.0,1719.0,906.0,15.0,32.92
179.0,1393,1.0,2019.0,0,386777.0,6502.0,159634.0,27.0,2796.0,520.0,8.0,59.49
180.0,241,5.4,2019.0,0,380984.0,8504.0,11537.0,51.0,4892.6,512.0,11.0,44.8
181.0,1844,7.0,2019.0,0,379547.0,15649.0,4504.0,45.0,1521.0,510.0,21.0,24.25
182.0,1393,1.0,2019.0,1,376719.0,11380.0,5821.0,65.0,1223.0,507.0,15.0,33.1
183.0,841,1.0,2019.0,0,375209.0,3444.0,63483.0,17.0,780.0,504.0,4.0,108.95
184.0,1065,1.0,2019.0,0,374368.0,3290.0,22437.0,36.0,661.0,503.0,4.0,113.79
185.0,1311,1.0,2019.0,0,366376.0,13007.0,18961.0,51.0,3995.0,493.0,17.0,28.17
186.0,691,1.0,2019.0,0,357541.0,3906.0,185209.0,23.0,718.0,481.0,5.0,91.54
127.0,2003,6.6,2019.0,0,352247.0,9484.0,17459.0,31.0,850.0,474.0,12.0,44.879999999999995
188.0,1772,1.0,2019.0,0,346553.0,5746.0,151270.0,25.0,1012.0,466.0,9.6,60.31
189.0,1717,1.0,2019.0,0,342677.4,7549.0,1655.0,33.0,582.0,465.0,10.0,45.83
150.2,992,1.0,2019.0,0,342745.0,116.0,183673.0,12.0,38.0,349.0,0.0,2954.7
191.0,1179,1.0,2019.0,0,342483.0,8441.0,21726.0,137.0,1867.0,460.0,11.0,40.57
192.0,1384,1.0,2019.0,0,308665.8,21692.0,14457.0,86.0,3995.0,459.0,29.0,43.45
149.2,576,1.0,2019.0,0,333526.0,11713.0,51385.4,42.0,486.0,448.0,15.0,28.47
194.0,1645,1.0,2019.0,0,332960.0,11241.0,7074.0,46.0,1880.0,448.0,15.0,29.62
195.0,1009,1.0,2019.0,0,330312.0,6650.0,24724.0,23.0,816.0,444.0,10.6,48.593999999999994
196.0,501,1.0,2019.0,1,368470.8,15860.8,3063.0,49.0,1152.0,506.2,16.0,26.92
197.0,566,1.0,2019.0,0,327388.0,4556.0,146533.0,42.0,370.0,440.0,6.0,71.86
198.0,2025,1.0,2019.0,0,325254.0,11080.0,4018.0,39.0,1616.0,437.0,14.0,29.36
199.0,617,1.0,2019.0,0,324687.0,44040.0,27536.0,137.0,11048.0,436.0,59.0,7.37
200.0,1393,1.0,2019.0,0,324408.0,58.0,119012.0,8.0,12.0,436.0,0.0,5593.24
1.0,65,2.0,2019.0,1,123090969.0,5580337.0,666868.0,13399.4,663781.0,183444.0,8316.0,22.06
2.0,1393,2.0,2019.8,0,16150777.8,1779043.0,387330.0,4518.0,167824.0,141566.0,2651.0,53.39
3.0,1393,2.0,2019.0,0,84064959.0,7238650.0,658887.0,67544.0,810687.0,125283.0,10787.0,11.61
4.0,838,2.0,2019.0,0,51698098.0,733647.0,33074.0,2336.0,121349.0,4281.2,1093.0,70.47
5.0,431,2.0,2019.0,0,50259236.0,528057.0,272771.0,1601.0,43882.0,74901.0,1330.6,95.18
15.6,284,10.4,2019.0,0,47256109.0,744851.0,524985.0,2575.0,120461.0,70426.0,1286.0,46.644000000000005
7.0,1199,10.6,2019.0,0,23707822.0,717365.0,289347.0,1816.6,102530.0,35332.0,1069.0,33.05
8.0,1991,6.2,2019.0,0,21710870.0,679217.0,211037.0,2747.0,46004.0,32355.0,1012.0,31.96
9.0,1208,2.0,2019.0,0,17964098.0,789359.0,98146.0,2450.0,42319.4,26772.0,1176.0,22.76
10.0,737,2.0,2019.0,0,3315525.6,125334.0,61711.8,292.0,15298.0,20408.0,186.0,109.26
11.0,1393,2.0,2019.0,0,12816268.0,356112.0,76912.0,1189.0,46978.0,19100.0,530.0,19.610000000000003
12.0,1393,2.0,2018.8,0,11285996.0,629487.0,223099.0,1829.6,110696.0,16819.0,938.0,17.93
56.2,1393,8.2,2019.0,0,10804281.0,257564.0,92237.0,1023.2,44591.0,6834.0,383.0,41.95
14.0,1393,2.0,2019.0,0,10547460.0,881630.0,141895.0,4227.0,42319.4,15719.0,1313.0,11.96
15.0,1393,2.0,2019.0,0,9161406.0,212113.2,145975.0,3940.0,54212.0,13653.0,612.0,22.31
16.0,1381,2.0,2019.0,0,7943721.0,396081.0,65764.6,1977.0,62263.0,11838.0,590.0,36.30800000000001
17.0,1646,2.0,2019.0,0,7933050.0,88149.4,168665.0,462.0,14256.0,11822.0,173.0,68.21
18.0,358,2.0,2019.0,0,7292874.0,359881.0,50797.0,999.0,38382.0,10868.0,536.0,20.26
19.0,1173,5.8,2019.0,0,6501016.0,112436.0,34040.0,287.0,10640.0,9688.0,252.8,57.82
20.0,1043,2.0,2019.0,1,6329391.0,143408.0,154978.0,1593.0,20142.0,9432.0,258.0,44.14
21.0,1061,2.0,2019.0,0,6267012.0,332266.0,82949.0,933.0,52021.0,9339.0,312.8,18.86
22.0,1572,8.6,2019.0,0,6175225.0,61049.0,50967.0,156.0,5956.0,9203.0,90.0,62.477999999999994
23.0,971,7.4,2019.0,0,6103659.0,87031.0,60503.0,266.0,8979.0,9096.0,129.0,70.13
24.0,1462,2.0,2019.0,0,5962175.0,211025.0,55263.0,1303.0,25920.0,8885.0,321.0,27.63
25.0,1393,2.0,2019.0,1,5275627.0,200037.0,50739.0,421.0,13490.0,7862.0,298.0,26.37
26.0,1672,2.0,2019.0,0,4978187.0,65662.0,126696.0,609.0,12925.0,7419.0,97.0,75.82
27.0,1509,2.0,2019.0,0,4781047.0,17591.2,44412.0,121.0,2923.0,7125.0,57.0,123.54
61.2,1289,2.0,2019.0,0,4227649.0,58039.0,31582.0,215.0,3603.0,6300.0,111.8,72.84
29.0,1393,2.0,2019.0,0,1559102.6,236560.0,16357.0,564.0,26058.0,5870.0,352.0,16.65
30.0,1393,2.0,2019.0,0,1441348.0,233398.0,62205.0,734.0,53636.0,5615.0,82.6,16.14
31.0,1228,2.0,2019.0,0,3289610.0,74386.0,21449.0,237.0,6259.0,4902.0,110.0,44.22
32.0,1990,2.0,2019.0,1,3211747.0,125593.0,15421.0,466.0,10386.0,4786.0,187.0,25.57
33.0,493,2.0,2019.0,0,2905354.0,163889.0,26278.0,622.0,11250.0,4329.0,107.2,17.73
67.6,865,2.0,2019.6,0,2853523.0,186231.0,46780.0,2087.0,18165.0,4252.0,277.0,15.32
35.0,1832,2.0,2019.0,0,2745164.0,90664.0,67404.0,2653.0,23542.0,6768.2,135.0,30.28
36.0,149,2.0,2019.0,0,2500563.0,113152.0,7650.0,269.0,7701.0,3726.0,168.0,22.1
37.0,89,2.0,2019.0,0,2488964.0,63686.0,58072.4,246.0,3406.0,3709.0,94.0,39.08
38.0,22,2.0,2019.0,0,1897237.8,30585.2,37894.2,71.0,1554.0,3703.0,50.0,73.45
39.0,381,2.0,2019.0,0,1271083.2,257422.0,12042.0,920.0,30888.0,3617.0,383.0,25.27
100.4,633,2.0,2019.0,0,2378911.0,34378.0,28364.0,108.0,6665.0,3545.0,51.0,69.2
41.0,551,2.0,2019.0,0,2214031.0,50860.0,54881.0,558.0,10085.0,3299.0,75.0,43.53
42.0,1940,2.0,2019.0,0,2204941.0,32064.0,29556.0,84.0,2118.0,3286.0,47.0,68.77
43.0,1113,2.0,2019.0,1,2180665.0,221454.0,43230.0,745.0,33257.0,3249.0,330.0,32.566
44.0,535,2.0,2019.0,1,1563771.8,136395.0,84888.0,566.0,11927.0,3053.0,203.0,15.02
45.0,748,2.0,2019.8,0,1928735.0,11197.0,18632.0,44.0,20032.2,2874.0,16.0,172.25
46.0,1491,2.0,2019.8,0,1892655.0,25604.6,68833.0,170.0,3884.0,2820.0,40.0,70.06
47.0,1684,2.0,2019.0,0,1798992.0,19867.0,42160.4,176.0,5578.0,2681.0,29.0,90.55
48.0,315,2.0,2019.0,0,1715445.0,13631.0,106816.0,564.0,18268.8,2556.0,20.0,125.85
49.0,1393,2.0,2018.2,0,4322949.6,36687.0,56390.0,210.0,3764.0,5955.6,162.0,46.38
50.0,1441,2.0,2020.4,1,1684535.0,103751.0,10306.0,520.4,10660.8,2510.0,154.0,16.24
51.0,832,2.0,2019.0,0,1660682.0,68155.0,68421.0,697.0,18487.0,2474.0,101.0,23.356
52.0,879,2.0,2019.0,1,1633846.0,18568.0,31207.8,72.0,1457.0,2434.0,27.0,87.99
119.6,1713,2.0,2019.8,0,1053286.2,63501.0,24707.0,190.0,6219.0,2420.0,94.0,25.58
54.0,332,2.0,2019.0,0,1540110.0,86025.0,46734.2,222.0,12825.0,2295.0,128.0,17.9
55.0,245,5.8,2019.0,0,1530075.0,15377.0,14673.0,61.0,1360.0,1430.2,37.6,99.5
56.0,1434,2.0,2019.0,0,1463399.0,93753.0,12044.0,287.0,10818.0,2180.0,139.0,15.61
57.0,1993,2.0,2019.0,0,1463396.0,47249.0,7362.0,139.0,4099.0,2180.0,70.0,30.97
58.0,982,2.0,2019.0,0,1448612.0,35667.0,23665.0,119.0,5218.0,2158.0,53.0,28.841999999999995
59.0,1645,2.0,2019.0,0,1402943.0,11067.0,163773.0,53.0,1787.0,2090.0,16.0,126.77
60.0,1822,2.0,2019.0,1,1386025.0,56454.0,6234.0,147.0,3472.0,2065.0,84.0,24.55
61.0,751,2.0,2019.0,0,1365645.0,61239.0,7977.0,166.0,6176.0,2035.0,91.0,22.3
62.0,1393,2.0,2019.0,0,1354324.0,75151.0,8549.0,187.0,5475.0,2018.0,111.0,18.02
63.0,1505,2.0,2019.0,0,1302736.0,22544.0,22255.0,65.0,4094.0,1941.0,33.0,57.79
64.0,1729,2.0,2019.0,0,1287685.0,24101.0,49466.0,81.0,1958.0,1919.0,35.0,53.43
116.0,1078,2.0,2019.0,0,1270447.0,107656.0,9659.0,291.0,17416.0,1893.0,160.0,11.8
66.0,62,2.0,2019.0,0,1252055.0,13287.0,59432.0,93.8,2362.0,1865.0,19.0,94.23
67.0,46,2.0,2019.0,1,1172747.0,5854.0,12967.0,14.0,1889.0,932.0,8.0,92.272
127.8,1601,2.0,2019.8,0,1148650.0,29668.0,40587.0,78.0,3317.0,1711.0,44.0,38.72
69.0,400,2.0,2019.0,0,1130156.0,85908.0,4865.0,353.0,10308.0,1448.4,128.0,13.16
70.0,23,2.0,2019.0,1,1121449.0,38527.0,30583.0,195.0,6005.0,1671.0,57.0,29.11
71.0,1943,2.0,2019.0,0,1090074.0,105765.0,47085.0,273.0,12503.0,1624.0,58.6,10.31
72.0,180,2.0,2019.0,0,1054820.0,43508.0,22440.0,181.4,6300.0,1572.0,64.0,24.24
73.0,19,2.0,2019.0,0,1051476.0,92867.0,23509.0,276.0,7826.0,1567.0,138.0,11.32
74.0,1752,2.0,2019.0,0,1050970.0,30345.0,8240.0,176.0,2295.0,1079.8,45.0,34.63
75.0,888,2.0,2019.0,0,1044143.0,35679.8,15652.0,294.0,1461.0,1556.0,51.0,30.49
76.0,1678,2.0,2019.0,0,1032859.0,36167.0,43736.0,285.6,9869.6,1539.0,53.0,28.56
77.0,1539,2.0,2019.0,1,1013336.0,29888.4,131730.0,94.0,2175.0,1510.0,13.0,113.92
99.0,956,2.0,2019.0,0,1004310.0,140958.0,27580.0,612.0,21234.0,1496.0,210.0,7.12
79.0,1393,2.0,2019.0,0,982062.0,60609.0,25338.0,275.0,10552.0,1463.0,90.0,16.2
80.0,1370,2.0,2019.8,0,978627.0,143464.0,21071.0,1064.0,28231.0,3633.8,251.6,6.82
81.0,29,7.6,2019.0,0,304614.4,13935.0,15380.2,50.0,1849.0,1450.0,20.0,69.85
82.0,1692,2.0,2019.0,0,913682.0,19652.0,15379.0,70.0,3646.0,1361.0,29.0,46.49
83.0,167,2.0,2019.0,0,883435.0,87281.2,49761.8,102.0,5400.0,1316.0,52.0,25.3
84.0,1209,2.0,2019.0,0,862075.0,123291.0,3460.0,331.0,15791.0,1284.0,183.0,6.99
85.0,1626,2.0,2019.0,0,858727.0,10918.0,6567.0,51.0,766.0,1279.0,16.0,78.65
86.0,1864,2.0,2019.0,0,845876.0,8194.0,34851.0,174.0,2504.0,1260.0,12.0,103.23
126.0,1632,7.4,2019.0,0,830863.0,12667.0,11759.0,58.0,1399.0,1238.0,18.0,65.59
88.0,1786,2.0,2019.0,0,809525.0,45565.0,13286.0,197.0,8289.0,1206.0,67.0,17.77
89.0,599,2.0,2019.0,0,807200.0,12061.0,11796.0,42.0,3433.0,1202.0,17.0,66.93
90.0,2040,2.0,2019.0,0,806153.0,123578.0,6482.0,335.0,26457.0,1201.0,184.0,6.52
91.0,1909,2.0,2019.0,0,799524.0,51035.0,7763.0,184.0,7164.0,1191.0,76.0,15.67
92.0,1861,2.0,2019.0,0,796545.0,55920.0,32854.0,197.0,20883.0,1187.0,83.0,14.24
93.0,329,2.0,2019.0,0,603742.6,37003.0,20264.0,106.0,4757.0,1137.0,55.0,21.246000000000002
94.0,1288,2.0,2019.0,0,753942.0,31456.0,22081.0,194.0,3408.0,1123.0,46.0,25.224
95.0,1393,2.0,2019.0,0,752360.0,51761.8,9457.0,158.0,5388.0,1121.0,91.0,12.27
96.0,1714,2.0,2019.0,0,743741.0,63082.0,11325.0,165.0,9470.0,1376.0,94.0,17.044
97.0,1610,2.0,2019.0,0,696155.0,14825.0,21287.4,52.0,963.0,1037.0,22.0,46.96
134.6,1045,6.2,2019.0,0,675396.0,13918.0,21205.0,82.0,2369.0,1006.0,24.2,48.53
99.0,643,5.8,2019.0,0,672789.0,29429.0,26206.0,131.0,4064.0,1002.0,43.0,22.86
100.0,738,2.0,2019.0,0,472851.8,12213.0,7449.0,109.0,1696.0,989.0,18.0,54.36
101.0,398,2.0,2019.0,0,648827.0,19149.0,33072.0,63.0,1324.0,966.0,28.0,33.88
102.0,436,2.0,2019.0,0,648560.0,43217.0,12418.0,191.0,6896.0,966.0,43.0,22.15
103.0,1393,2.0,2019.0,0,641536.0,33076.0,14935.0,130.2,5006.0,956.0,49.0,19.4
104.0,497,2.0,2019.0,1,393791.6,6153.0,2865.0,22.0,423.0,955.0,9.0,104.2
105.0,608,2.0,2019.0,0,636374.0,81963.0,7750.0,290.0,19687.0,948.0,122.0,7.76
106.0,1407,2.0,2018.6,0,635575.0,87168.0,6953.0,530.0,11141.8,947.0,129.0,7.29
107.0,304,2.0,2019.0,0,635022.0,14845.0,3674.0,31.0,173.0,946.0,22.0,42.78
108.0,347,2.0,2019.0,0,618901.0,37481.0,3676.0,136.0,3701.0,922.0,55.0,16.51
109.0,1432,2.0,2019.0,0,611378.0,35224.0,5326.0,134.0,3834.0,911.0,52.0,17.36
110.0,1393,2.0,2019.0,0,609084.0,26373.0,24857.0,105.0,1462.0,1508.8,41.4,50.104
111.0,1577,2.0,2019.0,1,605679.0,40916.0,33892.0,190.2,7200.0,902.0,60.0,14.8
112.0,1558,2.0,2019.0,1,599454.0,19497.0,16178.0,81.0,1846.0,1606.4,29.0,30.75
113.0,1746,2.0,2019.0,0,595445.0,30919.0,7383.0,124.0,4900.8,887.0,46.0,35.434000000000005
131.4,73,2.0,2019.0,0,565259.0,58976.0,25622.8,315.0,6086.0,842.0,87.0,9.58
115.0,1393,2.0,2019.0,0,562835.0,21529.2,9605.0,81.0,1077.0,838.0,23.0,36.05
113.2,419,2.0,2017.8,0,552366.0,13490.0,20048.0,56.0,1336.0,823.0,20.0,40.95
117.0,1373,2.0,2019.0,0,550359.0,104180.0,36139.8,311.0,17341.0,820.0,155.0,5.28
118.0,1393,2.0,2019.0,1,542484.0,62439.0,5844.0,270.0,7910.8,808.0,93.0,8.69
119.0,1944,2.0,2019.0,0,524986.0,14432.0,30241.0,156.0,2696.0,782.0,21.0,36.38
94.8,848,2.0,2019.0,0,524078.0,16089.6,23037.0,85.0,2589.0,781.0,24.0,40.242000000000004
121.0,440,2.0,2016.8,0,516461.0,7957.0,10640.0,43.0,363.0,769.0,11.0,64.91
122.0,1405,2.0,2019.0,0,510213.0,25231.0,5573.0,69.6,2760.0,760.0,37.0,20.22
123.0,336,2.0,2019.0,0,509676.0,19751.0,12316.4,94.0,3265.0,759.0,29.0,25.81
134.8,6,2.0,2019.0,0,509018.0,5428.0,19067.0,48.0,2071.0,758.0,8.0,93.78
125.0,1104,2.0,2019.0,0,517718.0,15272.0,27290.0,56.0,1137.8,754.0,22.0,33.16
126.0,127,2.0,2019.0,0,503689.0,71854.0,5154.0,314.0,18523.0,750.0,107.0,7.01
127.0,689,2.0,2019.0,0,499486.0,13539.0,24068.0,51.0,2888.0,744.0,20.0,36.89
128.0,1619,2.0,2019.0,0,499206.0,13115.0,18412.0,45.0,1518.0,743.0,19.0,38.06
129.0,1831,5.2,2019.0,0,486722.0,77389.0,5256.0,240.0,11079.0,725.0,115.0,6.29
144.2,1809,2.0,2019.0,0,429953.0,44450.0,12978.0,148.0,7030.0,721.0,66.0,10.89
131.0,709,2.0,2019.0,0,482125.0,11802.6,6539.0,36.0,868.0,718.0,14.0,50.01
132.0,1282,2.0,2019.0,1,400554.0,2977.0,17014.0,14.0,446.0,698.0,6.4,157.39
133.0,187,2.0,2019.0,0,460394.0,22915.0,19683.2,78.0,4191.0,724.8,23.4,20.09
134.0,1750,2.0,2019.0,0,413146.4,6483.0,8526.0,35.0,1383.0,675.0,9.0,45.61999999999999
135.0,977,2.0,2019.0,0,449525.0,33755.0,3647.0,95.0,2506.0,669.0,50.0,13.32
136.0,4,2.0,2019.0,0,445404.0,48732.0,5475.0,154.0,4604.0,663.0,72.0,9.14
137.0,1213,2.0,2019.0,0,444422.0,54942.0,19741.0,189.0,10641.0,662.0,81.0,8.09
138.0,1733,2.0,2017.0,0,442628.0,512.0,31801.0,13.0,172.0,659.0,3.4,864.51
139.0,331,2.0,2019.0,0,440453.0,20421.0,5574.0,72.0,2535.0,656.0,30.0,21.57
140.0,1331,6.6,2017.8,0,436461.0,1778.0,32367.0,19.0,2555.2,650.0,2.0,245.48
141.0,1042,2.0,2019.0,0,534243.8,14794.0,18024.0,421.8,3399.0,623.0,36.8,32.714
142.0,974,2.0,2019.0,0,414016.0,27371.0,11348.0,81.0,2687.0,1115.8,40.0,15.13
143.0,350,2.0,2019.6,0,408257.0,10479.0,18173.0,35.0,2636.0,608.0,15.0,38.96
144.0,2039,2.0,2019.0,1,407903.0,28803.0,6808.0,270.0,2428.0,607.0,42.0,14.16
145.0,1745,2.0,2017.8,0,386210.2,22303.0,9378.0,108.0,1768.0,605.0,33.0,18.21
146.0,301,2.0,2019.0,0,401668.0,926.0,61079.0,353.0,390.0,598.0,1.0,433.77
147.0,1414,2.0,2020.2,0,398971.0,66903.0,21053.0,242.8,15543.0,594.0,99.0,5.96
148.0,1542,2.0,2019.0,0,395893.0,22807.0,50177.0,145.4,5735.0,590.0,33.0,17.36
149.0,1662,2.0,2019.0,0,390916.0,17845.4,19645.0,61.0,2051.0,582.0,7.0,78.01
150.0,1338,2.0,2019.0,0,579936.4,3652.0,38466.0,379.8,1428.0,580.0,34.4,41.172
151.0,425,2.0,2019.0,0,387465.0,21024.0,4208.0,79.6,3203.0,577.0,31.0,18.43
152.0,558,2.0,2019.0,0,381603.0,37528.0,6500.0,135.0,3961.0,568.0,55.0,10.17
153.0,1844,2.0,2019.0,0,345036.0,12253.0,7262.2,38.0,1328.0,553.0,21.2,39.67
154.0,256,2.0,2019.0,0,370506.0,7825.0,15378.4,31.0,1510.0,552.0,11.0,47.35
155.0,702,2.0,2018.0,1,360241.0,29515.0,2167.0,103.0,2779.0,536.0,43.0,12.21
156.0,603,2.0,2019.0,0,334738.0,14653.0,10574.0,62.0,1211.0,498.0,21.0,22.84
157.0,1547,2.0,2019.0,0,333591.0,26188.0,3100.0,229.0,2817.0,497.0,39.0,21.845999999999997
158.0,1723,2.0,2019.0,0,421377.6,41048.6,7264.0,204.0,9280.0,489.0,70.0,6.91
159.0,1041,2.0,2019.0,1,327829.0,16756.0,31960.8,116.0,1333.0,488.0,24.0,19.56
160.0,133,3.2,2019.0,0,323844.0,34966.0,5635.0,113.0,9408.0,482.0,52.0,9.26
161.0,1999,2.0,2019.0,0,320746.0,4748.0,10644.0,25.0,162.0,478.0,7.0,67.55
162.0,1393,2.0,2019.0,1,317951.0,77004.0,30919.0,5804.0,21758.0,473.0,114.0,4.13
163.0,2025,2.0,2019.0,0,317492.0,10481.0,4555.0,35.0,1539.0,473.0,15.0,30.29
164.0,1613,2.0,2019.0,0,316414.0,3276.0,12398.0,45.0,467.0,471.0,4.0,96.59
165.0,621,2.0,2019.0,0,312266.0,7596.0,29078.0,50.6,1256.0,465.0,11.2,41.11
110.6,1476,2.0,2019.0,0,310290.0,13929.0,10160.0,61.0,1058.0,462.0,20.0,22.28
167.0,1605,2.0,2019.0,0,310157.0,12456.0,30425.0,168.0,4397.0,462.0,18.0,24.9
168.0,1393,2.0,2019.0,0,308084.0,33346.0,20953.2,144.4,5808.0,459.0,49.0,9.24
169.0,990,5.2,2019.0,0,299093.0,10220.0,24487.0,50.0,2777.0,445.0,15.0,29.27
170.0,562,2.0,2019.0,0,294456.0,10113.0,12183.0,49.0,1030.0,438.0,13.0,38.181999999999995
171.0,637,2.0,2019.0,0,290574.0,19213.0,61884.0,91.0,5320.0,433.0,28.0,15.12
172.0,1393,2.0,2017.8,0,289122.0,9861.0,16275.0,39.0,1152.0,430.0,14.0,29.32
173.0,1393,2.0,2019.0,0,289104.0,8285.0,11556.0,28.0,1048.0,430.0,12.0,34.89
174.0,933,2.0,2019.0,0,274241.0,2959.0,714.0,8.0,68.0,408.0,4.0,92.68
175.0,537,7.2,2019.0,0,272747.0,3701.0,9813.0,18.0,781.0,406.0,5.0,73.7
176.0,664,2.0,2019.0,0,272711.0,17154.0,29835.0,144.0,2866.0,406.0,25.0,27.889999999999997
177.0,1393,2.0,2019.0,0,272310.0,6999.0,12923.0,31.0,1267.0,405.0,11.6,38.91
178.0,626,2.0,2019.0,0,270688.0,5652.0,17334.0,24.0,1193.0,403.0,8.0,47.89
146.0,730,2.0,2019.0,0,270192.0,26739.0,4118.0,107.0,3745.8,402.0,39.0,10.1
180.0,783,2.0,2019.0,0,268748.0,16720.0,23619.0,65.0,2242.0,1017.6,24.0,16.07
181.0,501,2.0,2019.0,0,266194.0,10470.0,3065.0,47.0,1000.0,396.0,15.0,25.42
182.0,1393,2.0,2019.0,1,263180.0,11991.0,5184.0,40.0,1513.0,392.0,17.0,21.95
144.2,809,2.0,2019.0,0,262976.0,8517.0,3663.0,30.0,635.0,391.0,12.0,30.88
184.0,1813,2.0,2019.0,0,260095.0,7397.0,9365.0,29.0,945.0,387.0,11.0,50.028
185.0,538,2.0,2018.8,0,257740.0,18358.0,13071.2,85.0,2106.0,384.0,27.0,14.04
186.0,1393,2.0,2019.0,0,251916.0,12673.0,19914.0,34.0,1074.0,375.0,16.0,22.74
187.0,489,2.0,2019.0,0,251229.0,23085.0,4782.0,93.0,5552.8,374.0,34.0,10.88
188.0,1433,2.0,2019.0,0,250985.0,16724.0,1693.0,58.0,809.0,374.0,24.0,15.01
189.0,1641,2.0,2019.0,0,247280.0,930.0,55258.2,16.0,329.0,368.0,1.0,130.048
190.0,465,2.0,2019.0,0,244056.0,20738.2,3927.0,60.0,4297.0,363.0,25.0,14.09
191.0,1739,2.0,2019.0,0,242953.0,17112.0,15228.0,59.0,1145.0,362.0,25.0,14.2
192.0,822,8.0,2019.0,0,284650.6,12596.0,26402.0,69.0,3447.0,360.0,18.0,19.2
193.0,546,2.0,2018.6,0,232304.0,36450.0,13478.6,117.0,3910.0,346.0,54.0,6.37
194.0,1394,9.2,2019.0,1,231823.0,1373.0,16157.8,9.0,289.0,345.0,2.0,168.84
195.0,1284,2.0,2016.6,1,224693.0,7116.0,5184.0,27.0,713.0,334.0,10.0,31.58
196.0,1717,2.0,2019.0,0,224365.0,6217.0,1097.0,24.0,454.0,334.0,8.2,36.09
197.0,243,2.0,2019.0,1,223978.0,11618.0,15785.0,46.0,2294.0,333.0,15.2,19.28
